ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΚΑΝΙΑΤΣΑ ΑΙΜΙΛΙΑ του Παναγιώτη,ΚΑΡΑΓΚΟΥΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΚΩΣΤΑΣ) του Ανδρέα,ΛΙΒΑΝΟΣ ΣΠΥΡΙΔΩΝ-ΠΑΝΑΓΙΩΤΗΣ (ΣΠΗΛΙΟΣ) του Διονυσίου,ΠΑΠΑΘΑΝΑΣΗΣ ΑΘΑΝΑΣΙΟΣ του Δαμιανού,ΠΑΠΑΛΕΞΗ ΠΑΡΑΣΚΕΥΗ (ΕΥΗ) του Γρηγορίου,ΣΑΚΚΑΡΕΛΗ ΑΝΑΣΤΑΣΙΑ του Παναγιώτη,ΣΑΛΜΑΣ ΜΑΡΙΟΣ του Γεωργίου,ΣΤΑΜΑΤΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΦΟΥΝΤΖΟΥΛΑ ΧΡΙΣΤΙΝΑ του Παναγιώτη,ΣΥΡΙΖΑ,ΑΘΑΝΑΣΟΥΛΗ ΒΑΣΙΛΙΚΗ (ΣΙΣΣΥ) του Χρήστου,ΒΑΡΕΜΕΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΖΑΜΠΑΡΑΣ ΜΙΛΤΙΑΔΗΣ (ΜΙΛΤΟΣ) του Γεωργίου,ΘΕΟΔΩΡΑΚΗΣ ΓΡΗΓΟΡΙΟΣ του Νικολάου,ΚΑΡΑΓΚΟΥΝΗΣ ΣΤΑΥΡΟΣ του Αθανασίου,ΜΙΧΑΛΑΤΟΥ ΓΕΩΡΓΙΑ του Παναγιώτη,ΜΩΡΑΪΤΗΣ ΑΘΑΝΑΣΙΟΣ (ΘΑΝΟΣ) του Χρήστου,ΠΑΝΤΙΩΡΑ ΦΩΤΕΙΝΗ του Ευαγγέλου,ΤΣΙΜΠΛΗ ΕΙΡΗΝΗ του Δημητρίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Χρήστου,ΚΑΤΣΑΡΗ ΚΩΝΣΤΑΝΤΟΥΛΑ (ΝΤΙΝΑ) του Θωμά,ΚΥΡΙΑΚΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κυριάκου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΜΟΥΡΤΖΙΑΠΗΣ ΙΩΑΝΝΗΣ του Ευαγγέλου,ΜΠΙΣΜΠΙΚΗ - ΚΟΝΙΔΑ ΑΙΚΑΤΕΡΙΝΗ του Αθανασίου,ΠΙΣΤΙΟΛΗ ΠΕΡΣΕΦΩΝΗ του Γεωργίου,ΣΤΑΡΑΚΑ ΧΡΙΣΤΙΝΑ του Δημήτριου,ΤΡΥΦΙΑΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημοσθένη,Κ.Κ.Ε.,ΑΡΑΒΑΝΗΣ ΓΕΡΑΣΙΜΟΣ του Ανδρέα,ΚΑΖΑΡΙΔΗ - ΠΑΤΟΥΛΑ ΣΟΦΙΑ του Σωκράτη,ΚΟΤΟΠΟΥΛΗΣ ΣΠΥΡΙΔΩΝ του Ιωάννη,ΚΟΥΤΡΟΥΜΠΑ ΑΘΗΝΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΑΚΟΠΟΥΛΟΥ ΕΙΡΗΝΗ του Φωτίου,ΜΠΟΥΡΑ ΧΡΥΣΟΥΛΑ (ΣΟΥΛΑ) του Ευαγγέλου,ΝΙΚΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ελευθερίου,ΠΑΠΑΝΑΣΤΑΣΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΣΙΕΤΤΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΑΪΔΙΝΗΣ ΖΑΦΕΙΡΗΣ του Ιωάννη,ΓΛΥΚΟΥ ΕΥΓΕΝΙΑ του Ιωάννη,ΚΑΡΑΚΑΤΣΑΝΗ ΜΑΡΙΑ του Γεωργίου,ΚΑΡΑΚΟΥΣΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΜΟΥΡΚΟΥ ΑΡΧΟΝΤΙΑ του Ιωάννη,ΣΑΛΑΓΙΑΝΝΗΣ ΑΘΑΝΑΣΙΟΣ του Σπυρίδωνος,ΣΟΥΛΙΩΤΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αναστασίου,ΤΑΡΚΑΖΙΚΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΧΑΛΑ- ΛΙΑΚΑΤΑ ΓΕΩΡΓΙΑ του Αυγουστή,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΖΥΓΑ ΕΛΙΑΝΑ του Κωνσταντίνου,ΚΑΡΑΝΗ ΙΩΑΝΝΑ του Σεραφείμ,ΛΟΥΚΑΝΑΡΗΣ ΣΤΕΦΑΝΟΣ του Αθανασίου,ΜΙΖΑΛΟΣ ΒΛΑΣΙΟΣ (ΒΛΑΣΗΣ) του Γεωργίου,ΝΟΥΛΑ ΧΡΥΣΑΝΘΗ (ΧΡΥΣΑ) του Γεωργίου,ΠΑΛΗΓΕΩΡΓΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΡΑΝΤΖΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΤΖΑΘΑΣ ΘΩΜΑΣ του Παύλου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΑΠΩΝΗ ΠΑΝΑΓΙΩΤΑ του Σωτηρίου,ΚΟΥΚΟΥΡΗΣ ΕΥΣΤΡΑΤΙΟΣ του Αντωνίου,ΛΑΔΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Αλέξιου,ΛΙΟΤΣΟΥ ΒΑΡΒΑΡΑ του Παναγιώτη,ΜΑΜΑΣΟΥΛΑΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΚΑΠΕΤΑΝΑΚΗΣ ΧΑΡΑΛΑΜΠΟΣ του Δημητρίου,ΚΑΤΣΕΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΚΑΦΑΡΑΚΗ ΕΛΕΥΘΕΡΙΑ του Βασιλείου,Ο.Κ.Δ.Ε.,ΠΑΠΑΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΥΖΩΤΗΣ ΝΙΚΟΛΑΟΣ του Θωμά,ΒΑΣΙΛΕΙΟΥ ΣΠΥΡΙΔΩΝ του Γρηγορίου,ΒΡΑΧΑ ΜΑΡΙΑ του Βασιλείου,ΕΥΘΥΜΙΟΠΟΥΛΟΣ ΔΙΟΝΥΣΙΟΣ του Δημητρίου,ΚΟΚΚΙΝΟΒΑΣΙΛΗΣ ΠΟΛΥΔΕΥΚΗΣ του Δημητρίου,ΜΠΑΘΑ ΛΕΜΟΝΙΑ του Αθανασίου,ΤΣΩΛΗ ΕΛΕΝΗ ΑΝΝΑ του Νικολάου,Κίνημα 21,ΠΑΠΑΧΡΙΣΤΟΠΟΥΛΟΥ ΕΛΕΝΗ του Άγγελου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΠΑΛΑΙΟΔΗΜΟΣ ΛΕΩΝΙΔΑΣ του Γεωργίου,ΝΙΚΗ,ΑΛΕΞΑΚΗ ΒΑΣΙΛΙΚΗ του Ιωάννου,ΚΑΜΖΕΛΑΣ ΙΩΑΝΝΗΣ του Βασιλείου,ΜΑΛΕΣΙΑΔΑΣ ΒΑΣΙΛΕΙΟΣ του Μιχαήλ,κοινωνία αξιών,ΠΙΣΤΙΩΛΗ ΠΑΝΑΓΙΩΤΑ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΗΜΗΤΡΙΑΔΗΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΠΑΤΣΑΟΥΡΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΕΤΑΡΟΥΔΑ ΦΡΕΙΔΕΡΙΚΗ του Κωνσταντίνου,ΣΤΑΜΟΥΛΗ ΠΑΤΡΟΥΛΑ του Ευάγγελου,Ο.Α.Κ.Κ.Ε.,ΠΕΤΡΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Αλεξάνδρου,Μ-Λ Κ.Κ.Ε.,ΖΑΡΑΒΙΝΑΣ ΣΩΚΡΑΤΗΣ του Μιχαήλ,Ελλήνων Συνέλευσις,ΓΙΑΝΝΟΥΛΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΓΡΟΜΗΤΣΑΡΗ ΛΑΜΠΡΙΝΗ του Νικολάου,ΚΑΤΣΟΥΔΑ ΕΥΣΤΑΘΙΑ του Παντελή,ΜΠΙΤΣΙΚΩΚΟΣ ΒΛΑΣΙΟΣ του Δημητρίου,ΣΑΠΑΤΗΣ ΑΝΔΡΕΑΣ του Ιωάννη,ΣΑΠΑΤΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΣΑΡΑΚΗΣ ΑΓΓΕΛΟΣ του Σπυρίδων,ΦΟΡΑΔΟΥΛΑ ΙΩΑΝΝΑ του Γεωργίου,Ένωση Κεντρώων,ΜΠΕΜΠΕΛΑ ΒΑΡΒΑΡΑ του Στυλιανού,ΠΑΠΑΔΟΠΟΥΛΟΥ ΑΓΓΕΛΙΚΗ του Δημητρίου,ΣΚΑΝΔΑΛΟΣ ΓΡΗΓΟΡΙΟΣ του Σωτηρίου,ΤΗΛΕΜΑΧΟΥ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΓΓΕΛΟΠΟΥΛΟΣ ΟΔΥΣΣΕΥΣ του Ηλία,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΛΕΞΑΝΔΡΑΚΗ ΕΙΡΗΝΗ του Αθανασίου,ΒΑΣΣΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΑΡΑΜΠΕΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χαραλάμπους,ΜΠΟΥΤΡΗ ΑΘΗΝΑ του Γεωργίου,ΠΑΠΑΚΩΣΤΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΑΛΑΜΠΑΛΙΚΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΦΙΛΙΠΠΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΠΟΔΙΣΤΡΙΑΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΝΟΥΣΙΑ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,ΣΕΡΑΦΗΣ ΑΠΟΣΤΟΛΟΣ του Ευάγγελου,ΤΡΑΣΙΑ ΑΛΕΞΑΝΔΡΑ του Βασιλείου,Οικολόγοι Πράσινοι,ΚΑΠΡΕΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΠΡΕΖΑΣ ΠΑΝΤΕΛΗΣ του Αθανασίου,ΤΣΙΡΙΓΚΑ ΓΡΗΓΟΡΙΑ του Αθανασίου,ΕΑΝ...,ΠΕΡΔΙΚΑΡΗΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΔΕΡΜΙΤΖΑΚΗ ΚΩΝΣΤΑΝΤΙΝΑ του Μιχαήλ,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΣΚΑΝΔΑΛΟΥ ΕΛΕΝΗ του Σωτηρίου
30 - Αιτωλοακαρνανίας,140 E.T. Δήμου Αγρινίου,366,200,9,1,10,190,100,2,17,24,41,1,3,55,8,2,34,0,10,7,7,2,0,10,5,0,17,1,4,1,11,0,1,0,6,1,13,2,0,2,0,0,1,0,1,2,8,0,2,2,5,0,1,1,0,0,3,1,1,0,0,1,0,0,0,6,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
30 - Αιτωλοακαρνανίας,141 E.T. Δήμου Αγρινίου,363,191,4,0,4,187,88,2,22,19,32,1,1,45,6,3,35,4,8,11,7,1,0,5,12,3,28,1,7,2,13,0,2,1,10,0,7,1,0,2,1,0,0,1,0,2,6,1,0,0,5,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,8,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,4,2
30 - Αιτωλοακαρνανίας,142 E.T. Δήμου Αγρινίου,351,210,2,0,2,208,91,1,19,25,37,1,0,48,11,16,28,1,11,5,3,6,0,4,3,2,43,1,3,2,15,0,0,1,25,13,15,0,0,11,0,0,0,1,1,10,11,0,1,3,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,4,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,143 E.T. Δήμου Αγρινίου,395,194,6,0,6,188,82,1,27,18,45,2,4,28,13,13,43,3,9,4,25,5,1,11,12,3,21,2,1,1,17,0,1,3,6,0,4,1,0,0,1,0,0,0,0,1,11,1,2,6,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,2,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,1,1,5,1,3,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,0
30 - Αιτωλοακαρνανίας,144 E.T. Δήμου Αγρινίου,434,239,1,0,1,238,103,1,29,23,34,11,1,66,4,3,52,4,12,15,14,10,1,17,4,2,55,3,19,0,32,0,0,0,25,7,3,0,0,2,1,0,0,1,0,1,11,0,0,0,5,1,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
30 - Αιτωλοακαρνανίας,145 E.T. Δήμου Αγρινίου,48,38,0,0,0,38,26,0,10,5,8,0,0,23,3,1,6,0,0,3,5,0,0,2,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,146 E.T. Δήμου Αγρινίου,312,174,2,1,3,171,102,1,45,27,25,0,0,56,8,17,32,2,14,13,6,7,0,7,9,3,22,2,7,3,8,0,0,1,14,0,3,0,0,0,3,1,0,2,0,0,6,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,147 E.T. Δήμου Αγρινίου,428,270,3,0,3,267,93,3,51,30,16,1,3,45,5,0,67,4,10,28,10,8,2,23,5,11,47,2,13,2,7,3,3,5,27,1,10,3,3,0,8,0,1,0,1,0,5,1,1,1,0,0,2,1,1,1,5,2,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,5,1,1,1,1,1,1,2,0,0,0,0,13,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,4,3,0,3,2,0,2,0,4,1,0,0,1,0,0,0,2,1,1,0,0,0,1,0,4,2
30 - Αιτωλοακαρνανίας,148 E.T. Δήμου Αγρινίου,382,257,2,1,3,254,106,8,44,31,27,7,2,40,7,5,73,5,24,18,7,7,5,25,12,7,44,2,12,2,19,0,1,0,10,7,9,3,1,2,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,8,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
30 - Αιτωλοακαρνανίας,149 E.T. Δήμου Αγρινίου,382,246,0,1,1,245,75,1,27,16,29,0,2,38,2,1,83,3,33,30,9,17,0,34,8,4,34,1,7,2,11,2,2,0,18,3,3,0,0,1,0,0,0,2,1,0,4,0,0,0,0,0,2,0,0,1,5,3,1,0,0,0,0,2,0,7,0,5,0,1,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,2,1,1,15,5,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,6,3
30 - Αιτωλοακαρνανίας,150 E.T. Δήμου Αγρινίου,386,270,6,0,6,264,84,5,21,22,19,5,2,32,14,9,67,4,15,17,9,7,2,18,8,10,42,8,4,0,19,1,0,0,20,3,7,4,0,0,1,0,0,0,3,2,7,1,1,1,4,0,2,0,0,0,4,2,3,0,0,1,0,0,0,6,0,4,0,0,6,1,0,0,1,0,0,3,0,0,3,0,0,0,1,1,1,2,1,21,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,0,1,0,8,5
30 - Αιτωλοακαρνανίας,151 E.T. Δήμου Αγρινίου,487,333,9,1,10,323,100,2,33,28,36,1,3,40,7,4,104,8,38,33,20,13,1,34,6,14,48,4,9,1,14,0,0,2,33,6,26,6,1,3,6,1,3,8,5,0,6,1,1,1,1,0,3,2,0,0,9,5,3,0,1,2,2,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,8,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,11,6
30 - Αιτωλοακαρνανίας,152 E.T. Δήμου Αγρινίου,496,351,6,3,9,342,133,6,33,39,57,11,6,41,9,8,94,2,32,30,6,17,4,28,3,0,59,1,10,3,20,2,2,0,38,9,8,0,1,0,2,1,2,1,1,0,9,0,2,3,3,1,4,1,0,2,2,0,0,0,0,0,2,0,0,5,1,3,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,3,1,6,4,12,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,3,2
30 - Αιτωλοακαρνανίας,153 E.T. Δήμου Αγρινίου,490,341,4,0,4,337,132,4,29,51,48,7,6,60,10,7,70,7,18,28,2,16,1,20,4,8,53,1,12,2,13,3,1,0,32,11,10,3,0,0,5,1,0,1,0,1,14,1,2,2,1,0,3,8,0,3,6,2,4,1,1,0,1,1,0,6,1,2,1,3,4,1,0,1,0,0,0,2,0,0,0,0,0,1,1,3,3,1,1,14,6,7,7,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,3,2,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,14,10
30 - Αιτωλοακαρνανίας,154 E.T. Δήμου Αγρινίου,422,263,2,1,3,260,99,3,47,30,19,4,3,40,5,4,70,3,17,21,5,27,0,15,5,8,46,2,9,4,6,1,1,1,29,6,8,1,2,0,2,0,0,1,0,0,8,1,2,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,3,1,4,3,6,4,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0
30 - Αιτωλοακαρνανίας,155 E.T. Δήμου Αγρινίου,436,288,3,1,4,284,79,4,31,31,23,6,1,27,10,3,77,5,30,26,4,15,1,28,6,10,74,4,29,4,10,1,0,0,44,12,9,2,0,3,3,0,1,0,1,0,3,0,0,0,0,0,1,1,0,0,6,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,8,3,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,8,1,1,6,0,4,1,0,2,2,0,0,0,0,0,0,2,2,0,1,1,0,0,0,7,4
30 - Αιτωλοακαρνανίας,156 E.T. Δήμου Αγρινίου,416,260,2,2,4,256,109,5,28,40,36,3,1,37,19,2,76,3,28,17,9,22,1,18,11,9,36,2,14,13,0,2,0,18,4,13,10,6,1,2,3,0,1,0,2,3,4,1,2,2,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4,1,0,1,0,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,2,3,0,0,0,0,5,4
30 - Αιτωλοακαρνανίας,157 E.T. Δήμου Αγρινίου,419,269,4,3,7,262,117,6,27,41,32,9,2,37,16,3,52,5,20,9,9,16,1,18,7,1,43,1,10,5,13,3,2,0,21,7,7,2,2,0,3,0,1,0,1,0,10,0,2,0,1,0,1,0,0,3,6,1,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,9,3,2,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,2,2,2,0,0,6,5
30 - Αιτωλοακαρνανίας,158 E.T. Δήμου Αγρινίου,387,233,1,0,1,232,73,1,24,40,26,1,0,25,7,2,72,1,32,24,8,23,0,12,4,7,59,1,15,1,44,2,0,4,21,3,5,1,0,0,2,0,1,1,2,0,3,1,0,0,1,0,1,0,0,0,2,0,0,0,0,1,1,0,0,3,0,2,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
30 - Αιτωλοακαρνανίας,159 E.T. Δήμου Αγρινίου,391,235,3,2,5,230,90,0,22,32,33,4,4,33,11,10,74,9,16,32,11,7,2,15,12,6,23,2,4,2,13,2,0,0,8,6,3,1,0,0,0,0,0,0,1,1,10,2,1,2,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,3,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,10,3,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,0,1,0,1,1,4,3
30 - Αιτωλοακαρνανίας,160 E.T. Δήμου Αγρινίου,360,224,3,0,3,221,85,1,29,38,27,4,2,24,8,9,65,0,20,27,17,8,0,8,14,5,31,1,13,2,8,1,1,1,16,5,8,1,1,0,1,0,0,2,2,0,5,1,1,1,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,12,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,1,1,1,0,1,0,1,1,2,2,0,2,0,0,0,0,4,3
30 - Αιτωλοακαρνανίας,161 E.T. Δήμου Αγρινίου,624,384,4,0,4,380,189,11,52,59,48,7,2,96,31,3,76,6,25,38,11,13,3,8,5,2,45,1,23,0,7,0,0,3,25,4,7,4,0,1,3,0,2,1,1,0,12,1,1,4,2,1,3,1,0,3,6,1,0,0,2,1,1,1,0,10,1,4,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,2,2,17,7,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0
