ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΑΝΕΛΛΟΣ ΣΤΥΛΙΑΝΟΣ του Ευαγγέλου,ΚΟΤΡΩΝΙΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΜΑΚΡΗ-ΘΕΟΔΩΡΟΥ ΕΛΕΝΗ του Ευαγγέλου,ΟΙΚΟΝΟΜΟΥ ΙΩΑΝΝΗΣ (ΓΙΑΝΝΗΣ) του Δημητρίου,ΣΙΜΟΥ-ΠΑΛΑΙΟΛΟΓΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Ηλία,ΣΤΑΪΚΟΥΡΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΣΥΡΙΖΑ,ΓΙΑΒΡΗ ΠΑΡΑΣΚΕΥΗ του Θεοφάνη,ΚΑΡΑΦΕΡΗ ΑΡΓΥΡΩ του Νικολάου,ΛΑΖΟΥ ΒΑΣΙΛΙΚΗ του Ανδρέα,ΛΟΥΚΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΠΑΠΟΥΤΣΑΣ ΝΙΚΟΛΑΟΣ του Ευάγγελου,ΣΑΡΑΚΙΩΤΗΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΝΤΕΡΡΙΩΤΗ ΚΩΝΣΤΑΝΤΙΑ του Παναγιώτη,ΒΕΝΤΟΥΡΗ - ΝΑΣΟΠΟΥΛΟΥ ΑΛΕΞΑΝΔΡΑ του Κωνσταντίνου -Βασιλείου,ΜΑΣΤΡΟΓΙΑΝΝΗΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΜΠΕΤΣΙΟΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΠΑΠΑΓΟΡΑΣ ΑΝΤΩΝΙΟΣ του Αθανασίου,ΤΣΩΝΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,Κ.Κ.Ε.,ΚΟΥΤΣΟΥΜΠΑΣ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,ΓΕΡΟΚΟΥΔΗ ΔΗΜΗΤΡΑ του Αθανασίου,ΜΠΑΣΔΕΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΜΠΑΦΟΥΤΣΟΥ ΑΝΤΡΙΑΝΑ του Γεωργίου,ΠΑΣΟΥΛΑΣ ΧΡΙΣΤΟΣ του Γεωργίου,ΠΟΛΙΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΟΝΤΖΟΛΟΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΒΟΥΡΛΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΔΗΜΗΤΡΑΝΤΖΟΥ ΒΑΣΙΛΙΚΗ του Κωνσταντίνου,ΛΑΪΛΑΚΙΔΟΥ ΕΛΠΙΣ του Λαζάρου,ΜΠΟΧΤΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θωμά,ΜΥΛΩΝΑΚΗΣ ΣΤΕΡΓΙΟΣ του Μιχαήλ,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΚΟΤΖΑΜΑΝΗΣ ΔΟΝΑΤΟΣ του Οδυσσέα,ΚΟΤΡΩΝΗΣ ΙΩΑΝΝΗΣ του Χρήστου,ΡΑΜΜΟΥ ΔΕΣΠΟΙΝΑ του Αθανασίου,ΤΣΑΚΑΛΟΥ ΑΡΓΥΡΟΥΛΑ (ΥΡΩ) του Ιωάννη,ΤΣΙΡΩΝΗΣ ΜΙΛΤΙΑΔΗΣ του Ιωάννη,ΦΥΣΟΛΟΗΣ ΑΝΑΣΤΑΣΙΟΣ-ΣΤΥΛΙΑΝΟΣ του Γεωργίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΛΑΟΥΤΑΡΗΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΒΕΡΟΥΣΗ ΣΟΦΙΑ του Γεωργίου,ΓΑΛΑΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΚΤΕΝΑ ΣΜΑΡΩ του Αθανασίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΥΛΑΚΙΩΤΗΣ ΑΠΟΣΤΟΛΟΣ του Ιωάννη,ΔΑΡΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΖΟΥΜΠΟΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΜΕΛΕΤΗ ΧΡΥΣΑΝΘΗ του Αλεξάνδρου,ΜΕΛΛΙΟΣ ΙΩΑΝΝΗΣ του Φωτίου,ΤΖΙΟΥΒΑΡΑ ΟΛΥΜΠΙΑ ΠΑΡΑΣΚΕΥΗ του Κωνσταντίνου,Κίνημα 21,ΖΑΧΑΡΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΤΣΙΤΟΥΡΑΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΩΝΣΤΑΝΤΙΝΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Βασιλείου,ΜΑΡΑΝΔΙΑΝΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΠΑΛΑΙΟΛΟΓΟΥ ΜΑΡΙΑ του Λάμπρου,ΣΙΟΥΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΝΙΚΗ,ΔΕΔΕΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευάγγελου,ΚΑΡΑΤΖΑ ΟΛΓΑ του Πέτρου,ΤΥΡΜΠΑ ΕΥΓΕΝΙΑ του Γεωργίου,ΦΑΚΟΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννου,κοινωνία αξιών,ΚΑΛΛΙΩΡΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΠΟΥΡΣΑΙΤΙΔΗΣ ΠΕΡΙΚΛΗΣ του Χαράλαμπου,ΣΙΨΗ ΕΥΣΤΑΘΙΑ του Δημητρίου,Ο.Α.Κ.Κ.Ε.,ΠΟΛΥΔΕΥΚΗΣ ΙΩΑΝΝΗΣ του Μιχαήλ,Μ-Λ Κ.Κ.Ε.,ΚΑΡΑΜΗΤΣΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΚΥΒΩΤΙΔΟΥ ΔΟΜΝΙΚΗ του Παναγιώτη,ΤΑΓΚΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Στεργίου,Ένωση Κεντρώων,ΚΑΡΑΒΕΛΟΥ ΑΡΓΥΡΟΥΛΑ του Ευθυμίου,ΣΑΒΒΙΔΗΣ - ΒΑΣΙΛΕΙΑΔΗΣ ΛΑΖΑΡΟΣ του Ευστάθιου,ΧΛΙΑΠΑ ΜΑΡΙΑ του Παναγιώτη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΑΤΣΑΟΥΝΗΣ ΣΤΑΥΡΟΣ του Κωνσταντίνου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΑΡΑΣΑΝΤΕΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΟΥΣΤΑΚΑ ΑΙΚΑΤΕΡΙΝΗ του Βασιλείου,ΠΑΝΟΥ ΧΡΗΣΤΟΣ του Ευσταθίου,ΦΥΚΑ ΦΡΕΙΔΕΡΙΚΗ του Κωνσταντίνου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΝΑΓΙΩΤΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Σπυρίδωνος,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΖΗΣΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΜΑΓΚΛΑΡΑ ΕΥΘΑΛΙΑ του Νικολάου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΒΑΣΙΚΩΣΤΑΣ ΧΡΗΣΤΟΣ του Αθανασίου,Οικολόγοι Πράσινοι,ΑΔΑΜΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΑΡΑΠΑ ΑΝΝΑ του Κωνσταντίνου,ΣΚΑΜΑΓΚΟΣ ΘΕΟΔΩΡΟΣ του Μιχαήλ,ΕΑΝ...,ΛΕΜΟΝΗΣ ΓΕΩΡΓΙΟΣ του Ηλία,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΛΕΒΕΝΤΗ ΕΛΕΝΗ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΑΛΕΞΙΟΥ ΑΝΑΡΓΥΡΟΣ του Αλεξάνδρου,ΑΝΑΣΤΑΣΙΟΥ ΔΗΜΗΤΡΑ του Βασιλείου,ΘΕΟΦΑΝΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Κοσμά,ΛΙΘΑΔΙΩΤΟΥ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΜΙΧΑΣ ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΧΟΝΔΡΟΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου
33 - Φθιώτιδας,285 E.T. Δήμου Μακρακώμης,276,167,6,1,7,160,74,0,17,9,37,2,50,22,0,0,6,6,4,15,21,0,1,0,16,0,13,11,0,3,2,1,6,0,8,0,3,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,3,3,1,0,0,0,0,0,0,0,0
33 - Φθιώτιδας,286 E.T. Δήμου Μακρακώμης,443,290,11,3,14,276,125,9,27,18,86,1,64,57,4,10,12,19,4,46,21,3,4,3,2,5,13,18,0,3,2,0,6,1,23,7,6,3,5,1,4,3,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,1,1,0,0,0,7,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,4,1,3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,2,0,0
33 - Φθιώτιδας,287 E.T. Δήμου Μακρακώμης,460,275,6,1,7,268,109,2,13,18,74,2,62,56,6,7,18,9,7,43,31,4,4,6,15,5,11,24,0,4,5,1,5,1,10,5,1,1,1,1,2,7,0,0,1,0,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,0,1,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,3,2,0,0,7,0,2,1,1,0,1
33 - Φθιώτιδας,288 E.T. Δήμου Μακρακώμης,451,278,4,5,9,269,132,3,19,18,80,4,71,49,7,8,15,6,8,33,20,3,6,4,6,4,6,23,0,6,9,1,12,4,11,3,4,2,3,1,3,2,0,0,1,1,0,0,4,4,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,6,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,2,1,2,1,0,0,2,0,1,0,0,0,0,0,10,3,4,1,2,2,0
33 - Φθιώτιδας,289 E.T. Δήμου Μακρακώμης,452,303,6,3,9,294,116,2,20,18,60,2,79,72,6,12,20,23,7,47,22,6,4,2,9,2,10,28,0,3,6,5,10,0,12,5,1,2,1,1,3,2,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,3,1,0,1,0,10,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,1,2,0,1,0,0,0,0,0,0,1,0,3,1,1,1,1,1,0,0,9,3,4,5,2,2,0
33 - Φθιώτιδας,290 E.T. Δήμου Μακρακώμης,420,273,4,3,7,266,117,8,13,29,55,9,80,41,13,2,13,9,3,16,31,1,5,5,12,3,21,45,0,5,23,7,22,2,4,1,0,1,0,0,1,4,3,1,2,1,0,0,4,4,1,0,1,0,0,4,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,0,1,0
33 - Φθιώτιδας,291 E.T. Δήμου Μακρακώμης,110,62,3,1,4,58,29,1,7,6,17,0,16,12,0,1,3,8,0,9,2,0,0,0,0,0,1,4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0
33 - Φθιώτιδας,292 E.T. Δήμου Μακρακώμης,463,262,1,0,1,261,110,2,17,11,87,2,51,50,8,2,11,8,4,40,28,6,3,1,7,3,21,31,0,6,16,3,18,0,10,1,4,0,0,0,2,4,0,0,0,0,0,0,6,5,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,4,2,1,0,0,1,0
33 - Φθιώτιδας,293 E.T. Δήμου Μακρακώμης,449,273,5,1,6,267,130,4,43,7,75,5,73,44,5,5,6,8,2,29,42,4,6,2,19,2,28,14,0,2,6,6,1,2,4,1,1,0,0,0,3,0,0,0,0,0,0,0,7,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,4,7,1,3,0,3,1,0
33 - Φθιώτιδας,294 E.T. Δήμου Μακρακώμης,534,323,7,2,9,314,168,6,43,19,85,0,103,40,7,4,7,12,2,21,39,3,2,3,12,0,32,14,0,2,0,2,0,0,17,4,2,1,3,0,5,5,1,1,2,0,2,1,2,1,1,0,0,0,0,1,0,0,1,0,0,0,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,12,6,4,2,1,1,0
33 - Φθιώτιδας,295 E.T. Δήμου Μακρακώμης,116,44,0,0,0,44,20,2,4,2,12,1,12,10,1,2,3,0,2,6,3,1,1,1,0,0,2,4,0,0,1,0,0,0,3,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
33 - Φθιώτιδας,296 E.T. Δήμου Μακρακώμης,358,230,1,0,1,229,82,7,6,10,37,1,56,47,2,1,13,14,2,37,23,3,1,1,3,2,19,29,0,5,11,2,18,2,11,5,1,0,1,0,3,2,0,0,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3,2,8,0,3,6,2,0,0,0,0,0,0,1,0,3,0,2,0,1,0,0,0,9,3,0,2,2,2,2
33 - Φθιώτιδας,297 E.T. Δήμου Μακρακώμης,307,152,3,0,3,149,81,0,7,11,68,0,20,15,3,2,3,0,1,5,18,4,2,2,5,1,14,11,0,2,6,1,6,0,3,2,1,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,3,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0
33 - Φθιώτιδας,298 E.T. Δήμου Μακρακώμης,156,78,1,1,2,76,37,1,5,4,28,1,26,23,3,1,13,1,3,15,5,1,0,3,2,0,4,1,0,0,1,1,0,0,4,0,1,3,2,1,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33 - Φθιώτιδας,299 E.T. Δήμου Μακρακώμης,379,265,4,3,7,258,106,7,6,19,82,0,59,58,7,8,17,13,4,41,32,4,4,1,9,0,18,23,0,2,10,2,5,2,5,0,0,1,0,2,1,8,3,1,1,0,1,5,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,8,1,2,1,4,0,0,1,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,2,1,0,2,0,0,0
33 - Φθιώτιδας,300 E.T. Δήμου Μακρακώμης,226,72,0,1,1,71,33,1,3,3,18,0,29,16,2,2,3,1,0,9,2,0,1,1,1,0,1,11,0,4,5,1,6,0,2,0,2,0,1,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
33 - Φθιώτιδας,301 E.T. Δήμου Μακρακώμης,190,103,1,0,1,102,39,4,0,6,20,3,29,28,4,2,6,5,2,20,13,1,1,0,3,8,10,9,0,1,0,0,6,1,5,1,3,1,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33 - Φθιώτιδας,302 E.T. Δήμου Μακρακώμης,588,294,3,0,3,291,144,3,10,62,80,1,67,46,9,3,7,5,11,33,38,3,2,2,7,6,30,13,0,2,5,0,7,1,15,4,3,2,1,0,6,2,0,2,1,1,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,9,5,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,1,1,0,2,0,0,0,4,1,0,0,0,0,0
33 - Φθιώτιδας,303 E.T. Δήμου Μακρακώμης,536,364,5,0,5,359,126,7,10,8,84,0,82,88,15,7,21,8,3,65,40,6,6,1,15,4,20,26,0,4,10,4,8,2,26,10,8,8,2,2,3,8,1,1,3,2,4,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,7,2,1,0,0,12,4,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,6,0,0,3,0,2,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,4,1,3,1,0,1,0
33 - Φθιώτιδας,304 E.T. Δήμου Μακρακώμης,526,346,5,3,8,338,128,13,12,24,73,0,81,76,14,9,15,14,10,14,38,4,3,5,18,6,25,24,0,4,3,5,9,3,8,4,1,4,0,0,1,9,4,3,2,2,2,0,4,1,0,0,0,0,0,3,1,2,0,1,0,0,4,2,1,1,2,1,0,0,0,20,11,8,4,4,1,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,10,2,4,1,1,1,1
33 - Φθιώτιδας,305 E.T. Δήμου Μακρακώμης,523,337,8,1,9,328,129,12,13,15,71,2,78,64,10,8,13,9,7,44,34,4,2,4,9,5,18,24,0,5,0,7,9,2,12,2,2,5,1,0,4,6,2,1,0,0,0,1,8,4,0,0,0,0,0,2,0,0,0,0,0,1,5,3,2,1,0,0,0,0,0,13,3,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,0,7,0,1,5,2,1,0,1,1,2,0,0,0,3,2,1,0,1,0,0,0,8,2,1,1,1,1,0
33 - Φθιώτιδας,306 E.T. Δήμου Μακρακώμης,495,319,5,5,10,309,140,5,19,22,73,2,83,59,11,13,11,9,3,39,25,3,2,1,8,1,17,22,0,4,5,4,9,0,18,3,6,4,2,3,2,5,0,0,1,1,0,0,5,5,3,1,0,0,0,3,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,12,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,1,2,2,1,1,0,0,3,2,2,0,0,0,0,0,6,1,1,2,2,0,0
33 - Φθιώτιδας,307 E.T. Δήμου Μακρακώμης,378,215,2,1,3,212,80,4,16,6,44,0,61,72,9,7,8,14,15,53,22,4,4,3,9,2,9,8,0,0,2,1,1,0,10,3,2,2,0,0,4,2,2,1,1,0,0,0,4,4,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,1,0,0,1,1
33 - Φθιώτιδας,308 E.T. Δήμου Μακρακώμης,66,43,0,0,0,43,4,0,0,2,2,1,1,10,5,0,5,1,1,4,10,1,0,0,10,0,9,8,0,0,6,0,4,1,3,3,1,0,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0
33 - Φθιώτιδας,309 E.T. Δήμου Μακρακώμης,185,98,2,2,4,94,43,0,3,14,21,1,32,21,8,2,3,5,2,14,9,1,1,2,0,2,7,6,0,1,0,2,3,0,6,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,1,0,0,0
33 - Φθιώτιδας,310 E.T. Δήμου Μακρακώμης,338,217,2,0,2,215,93,4,17,11,63,1,54,49,15,3,12,8,2,33,22,4,4,3,7,0,17,9,0,4,0,1,3,0,3,0,1,2,0,0,0,7,2,1,2,0,2,0,5,4,0,0,0,1,1,5,1,1,0,2,2,2,2,1,1,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,1,0,0
33 - Φθιώτιδας,311 E.T. Δήμου Μακρακώμης,292,203,1,5,6,197,121,20,14,22,70,2,63,31,10,3,3,3,3,22,18,3,7,0,5,3,11,7,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,3,2,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,3,1,0,1,1,2,0
33 - Φθιώτιδας,312 E.T. Δήμου Μακρακώμης,145,85,2,0,2,83,32,2,11,2,16,6,14,23,20,1,0,2,0,18,1,0,0,0,0,0,0,10,0,1,5,3,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33 - Φθιώτιδας,313 E.T. Δήμου Μακρακώμης,164,77,0,1,1,76,32,1,2,5,19,1,28,16,6,0,3,1,1,9,9,1,0,0,7,0,7,3,0,1,0,0,1,0,4,1,0,0,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
33 - Φθιώτιδας,314 E.T. Δήμου Μακρακώμης,278,176,1,2,3,173,83,2,8,27,42,0,52,26,6,1,5,8,1,15,16,1,1,6,6,1,8,19,0,4,10,4,12,1,5,4,1,2,2,0,0,4,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4,2,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,5,2,2,1,1,0,0
33 - Φθιώτιδας,315 E.T. Δήμου Μακρακώμης,146,68,0,0,0,68,41,0,2,3,32,1,36,5,2,0,3,0,0,4,4,1,0,1,0,3,1,5,0,0,1,0,0,2,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
